"","Name","System_number","Ecosystem_type","Country","Continent","Latitude","Longitude","LSR_mmy.1","DBD_gcm.3","Cdensity_kgCm.3","OC_content","OCBrate_gCm.2y.1","OC_depo_gCm.2y.1","OCBeff","Dating_method","Reference","Notes_ID"
"378","Turtle A",189,"Lake","USA","N. America",45.89,-95.84,NA,NA,NA,12.8,68,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"379","Turtle B",189,"Lake","USA","N. America",45.88,-95.84,NA,NA,NA,14.3,65,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"380","Wolf",210,"Lake","USA","N. America",43.86,-95.09,NA,NA,NA,15.3,132,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"381","Ahmik",557,"Lake","USA","N. America",48.15,-88.54,NA,NA,NA,43.3,44,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"382","Bellevue",559,"Lake","USA","N. America",45.1,-95.02,NA,NA,NA,19.9,43,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"383","Blakesley",560,"Lake","USA","N. America",45.14,-95.04,NA,NA,NA,38.8,110,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"384","Buffalo",561,"Lake","USA","N. America",44.08,-95.58,NA,NA,NA,15.2,108,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"385","Christina E",563,"Lake","USA","N. America",46.08,-95.69,NA,NA,NA,27,46,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"386","Christina W",563,"Lake","USA","N. America",46.1,-95.74,NA,NA,NA,21.2,54,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"387","Dunnigan",566,"Lake","USA","N. America",47.71,-91.63,NA,NA,NA,58.3,24,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"388","E.Bah",567,"Lake","USA","N. America",46,-95.76,NA,NA,NA,20.8,59,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"389","Emily",570,"Lake","USA","N. America",44.96,-94.33,NA,NA,NA,31.3,114,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"390","Emily Peter",571,"Lake","USA","N. America",44.31,-93.92,NA,NA,NA,21.5,85,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"391","Florence",572,"Lake","USA","N. America",45.01,-86.12,NA,NA,NA,56.5,21,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"392","Frolund",573,"Lake","USA","N. America",45.08,-95.53,NA,NA,NA,27.9,63,NA,NA,"210Pb","Hobbs et al. 2013 ","K2013_1"
"393","Gil-Bret",574,"Lake","USA","N. America",45.43,-95.36,NA,NA,NA,21.4,49,NA,NA,"210Pb","Hobbs et al. 2013 ",""
"394","Grand Sable",576,"Lake","USA","N. America",46.64,-86.04,NA,NA,NA,11.6,12,NA,NA,"210Pb","Hobbs et al. 2013 ",""
"395","Grandokken",577,"Lake","USA","N. America",46.03,-95.14,NA,NA,NA,40.4,59,NA,NA,"210Pb","Hobbs et al. 2013 ",""
"396","Greenleaf",579,"Lake","USA","N. America",44.4,-93.63,NA,NA,NA,19.7,110,NA,NA,"210Pb","Hobbs et al. 2013 ",""
"397","Harvey",580,"Lake","USA","N. America",48.05,-88.8,NA,NA,NA,39.7,79,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"398","Hook",583,"Lake","USA","N. America",44.95,-94.34,NA,NA,NA,26.7,133,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"399","Intermediate",584,"Lake","USA","N. America",48.03,-88.73,NA,NA,NA,26.8,32,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"400","Island",585,"Lake","USA","N. America",44.38,-96.01,NA,NA,NA,19.9,62,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"401","Kjostad",586,"Lake","USA","N. America",48.11,-92.61,NA,NA,NA,41.6,14,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"402","Leverson",589,"Lake","USA","N. America",45.02,-95.06,NA,NA,NA,17.2,120,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"403","Luce",593,"Lake","USA","N. America",44.96,-93.78,NA,NA,NA,21,55,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"404","Lura",594,"Lake","USA","N. America",43.88,-94.02,NA,NA,NA,16,65,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"405","Malachy",595,"Lake","USA","N. America",45.37,-95.68,NA,NA,NA,16.4,62,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"406","Manitou",596,"Lake","USA","N. America",45.13,-86.02,NA,NA,NA,34.5,30,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"407","Mavis East",597,"Lake","USA","N. America",46.1,-96.04,NA,NA,NA,28.5,63,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"408","Mavis West",597,"Lake","USA","N. America",46.26,-96.05,NA,NA,NA,19.2,68,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"409","Morrison",599,"Lake","USA","N. America",46.13,-95.89,NA,NA,NA,25.7,93,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"410","Mukooda",600,"Lake","USA","N. America",48.33,-92.49,NA,NA,NA,32.4,11,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"411","Murk",601,"Lake","USA","N. America",45.12,-95.07,NA,NA,NA,22.2,68,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"412","Org",604,"Lake","USA","N. America",45.06,-95.09,NA,NA,NA,24.4,67,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"413","Outer",605,"Lake","USA","N. America",47,-90.46,NA,NA,NA,49.4,24,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"414","Pisa",608,"Lake","USA","N. America",45.05,-95.06,NA,NA,NA,28.5,83,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"415","Richie",611,"Lake","USA","N. America",48.04,-88.7,NA,NA,NA,24.1,19,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"416","Shell",612,"Lake","USA","N. America",44.95,-85.9,NA,NA,NA,47.2,30,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"417","Siskiwit",614,"Lake","USA","N. America",48,-88.8,NA,NA,NA,23.4,13,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"418","Skunk",615,"Lake","USA","N. America",45.16,-95.05,NA,NA,NA,39.4,71,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"419","Slotseye",616,"Lake","USA","N. America",46.06,-95.84,NA,NA,NA,19.4,50,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"420","Smith",617,"Lake","USA","N. America",45.08,-94.13,NA,NA,NA,37.8,132,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"421","Steep Bank",620,"Lake","USA","N. America",44.54,-96.33,NA,NA,NA,12.7,81,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"422","Wallance",624,"Lake","USA","N. America",48.06,-88.63,NA,NA,NA,39.9,47,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"423","Whittlesley",625,"Lake","USA","N. America",48.01,-88.71,NA,NA,NA,27.8,26,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"424","Beaver 2",728,"Lake","USA","N. America",46.57,-86.34,NA,NA,NA,45.6,23,NA,NA,"210Pb","Hobbs et al. 2013 ","H2013_1"
"425","Green Bay-12",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,17.3,54.53,31.72,"210Pb and 137Cs","Klump et al. 2020","H2013_1"
"426","Green Bay-17",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,20.66,35.91,57.53,"210Pb and 137Cs","Klump et al. 2020","H2013_1"
"427","Green Bay-21",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,28.59,40.6,70.41,"210Pb and 137Cs","Klump et al. 2020","S2006_1"
"428","Green Bay-25",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,20.78,40.12,51.8,"210Pb and 137Cs","Klump et al. 2020",""
"429","Green Bay-25-31",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,39.4,60.77,64.82,"210Pb and 137Cs","Klump et al. 2020",""
"430","Green Bay-26",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,35.19,54.05,65.11,"210Pb and 137Cs","Klump et al. 2020",""
"431","Green Bay-30",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,44.2,65.94,67.03,"210Pb and 137Cs","Klump et al. 2020",""
"432","Green Bay-30-31",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,41.32,58.37,70.78,"210Pb and 137Cs","Klump et al. 2020",""
"433","Green Bay-31",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,50.32,67.14,74.96,"210Pb and 137Cs","Klump et al. 2020",""
"434","Green Bay-31-38",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,36.03,51.65,69.77,"210Pb and 137Cs","Klump et al. 2020",""
"435","Green Bay-31-39",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,41.56,70.26,59.15,"210Pb and 137Cs","Klump et al. 2020",""
"436","Green Bay-32",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,80.11,135.96,58.92,"210Pb and 137Cs","Klump et al. 2020",""
"437","Green Bay-33",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,35.79,84.2,42.51,"210Pb and 137Cs","Klump et al. 2020",""
"438","Green Bay-38",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,27.98,41.68,67.15,"210Pb and 137Cs","Klump et al. 2020",""
"439","Green Bay-39",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,36.03,59.69,60.36,"210Pb and 137Cs","Klump et al. 2020",""
"440","Green Bay-43",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,21.5,32.31,66.54,"210Pb and 137Cs","Klump et al. 2020",""
"441","Green Bay-47",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,21.02,35.43,59.32,"210Pb and 137Cs","Klump et al. 2020",""
"442","Green Bay-48",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,13.21,22.34,59.14,"210Pb and 137Cs","Klump et al. 2020",""
"443","Green Bay-9",70,"Lake","USA","N. America",44.51,-88.01,NA,NA,NA,NA,11.05,48.64,22.72,"210Pb and 137Cs","Klump et al. 2020",""
"444","Mich Lake-2076",121,"Lake","USA","N. America",43.45,-87.22,NA,NA,NA,NA,3.48,8.41,41.43,"210Pb and 137Cs","Klump et al. 2020",""
"445","Mich Lake-2077",121,"Lake","USA","N. America",43.45,-87.22,NA,NA,NA,NA,3.72,7.81,47.69,"210Pb and 137Cs","Klump et al. 2020",""
"446","Mich Lake-2080",121,"Lake","USA","N. America",43.45,-87.22,NA,NA,NA,NA,51.29,64.5,79.52,"210Pb and 137Cs","Klump et al. 2020",""
"447","Mich Lake-2082",121,"Lake","USA","N. America",43.45,-87.22,NA,NA,NA,NA,24.14,29.55,81.71,"210Pb and 137Cs","Klump et al. 2020",""
"448","Mich Lake-2085",121,"Lake","USA","N. America",43.45,-87.22,NA,NA,NA,NA,5.04,15.37,32.81,"210Pb and 137Cs","Klump et al. 2020",""
"449","Mich Lake-2086",121,"Lake","USA","N. America",43.45,-87.22,NA,NA,NA,NA,6.37,10.45,60.92,"210Pb and 137Cs","Klump et al. 2020",""
"450","Superior-1377",178,"Lake","USA/Canada","N. America",47,86.06,NA,NA,NA,NA,18.98,24.38,77.83,"210Pb and 137Cs","Klump et al. 2020",""
"451","Superior-EB",178,"Lake","USA/Canada","N. America",47.21,86.08,NA,NA,NA,NA,12.97,15.25,85.04,"210Pb and 137Cs","Klump et al. 2020",""
"452","Superior-HB",178,"Lake","USA/Canada","N. America",46.92,84.47,NA,NA,NA,NA,7.69,13.09,58.72,"210Pb and 137Cs","Klump et al. 2020",""
"453","Superior-IP",178,"Lake","USA/Canada","N. America",46.68,84.78,NA,NA,NA,NA,13.45,19.82,67.88,"210Pb and 137Cs","Klump et al. 2020",""
"454","Baikal-101",231,"Lake","Russia","Asia",51.78,104.47,NA,NA,NA,NA,1.93,5.01,38.61,"210Pb and 137Cs","Klump et al. 2020",""
"455","Baikal-102",231,"Lake","Russia","Asia",51.73,105.23,NA,NA,NA,NA,0.81,2.57,31.36,"210Pb and 137Cs","Klump et al. 2020",""
"456","Baikal-103",231,"Lake","Russia","Asia",52.38,106.15,NA,NA,NA,NA,3.89,6.11,63.65,"210Pb and 137Cs","Klump et al. 2020",""
"457","Baikal-104",231,"Lake","Russia","Asia",52.37,106.22,NA,NA,NA,NA,4.86,7.05,68.99,"210Pb and 137Cs","Klump et al. 2020",""
"458","Baikal-105",231,"Lake","Russia","Asia",52.42,105.98,NA,NA,NA,NA,2.52,4.59,54.97,"210Pb and 137Cs","Klump et al. 2020",""
"459","Baikal-106",231,"Lake","Russia","Asia",53.18,107.77,NA,NA,NA,NA,1.9,2.7,70.22,"210Pb and 137Cs","Klump et al. 2020",""
"460","Baikal-107",231,"Lake","Russia","Asia",53.53,107.97,NA,NA,NA,NA,0.07,0.55,13.04,"210Pb and 137Cs","Klump et al. 2020",""
"461","Baikal-108",231,"Lake","Russia","Asia",53.92,108.42,NA,NA,NA,NA,0.24,1.06,22.73,"210Pb and 137Cs","Klump et al. 2020",""
"462","Baikal-109",231,"Lake","Russia","Asia",52.92,107.88,NA,NA,NA,NA,0.53,1.6,33.08,"210Pb and 137Cs","Klump et al. 2020",""
"463","Baikal-110",231,"Lake","Russia","Asia",52.98,107.85,NA,NA,NA,NA,0.92,1.74,53.1,"210Pb and 137Cs","Klump et al. 2020",""
"464","Acton",1,"Reservoir","USA","N. America",39.56,84.74,20.9,0.65,NA,2.14,290.72,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"465","Burr Oak",23,"Reservoir","USA","N. America",39.54,82.06,7,0.42,NA,1.71,50.27,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"466","Four Mile Pond #10",61,"Reservoir","USA","N. America",39.61,84.74,20.5,0.54,NA,1.89,209.22,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"467","Four Mile Pond #14",62,"Reservoir","USA","N. America",39.61,84.76,26.4,0.59,NA,1.87,291.27,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"468","Four Mile Pond #9",63,"Reservoir","USA","N. America",39.61,84.73,24.3,0.52,NA,1.89,238.82,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"469","Miami Whitewater",120,"Reservoir","USA","N. America",39.26,84.74,16.2,0.52,NA,1.91,160.9,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"470","Pleasant Hill",141,"Reservoir","USA","N. America",40.62,82.32,10.2,0.42,NA,2.43,104.1,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"471","Preble",144,"Reservoir","USA","N. America",39.77,84.68,4.1,0.41,NA,2.78,46.73,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"472","Rush Run",150,"Reservoir","USA","N. America",39.6,84.61,5.2,0.33,NA,3.13,53.71,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"473","Sharon Woods",156,"Reservoir","USA","N. America",39.28,84.39,40.7,0.52,NA,2.66,562.96,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"474","Strimple",177,"Reservoir","USA","N. America",39.25,84.73,69.1,0.53,NA,2.19,802.04,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"475","Supply ERC",179,"Reservoir","USA","N. America",39.53,84.72,4.6,0.31,NA,3.5,49.91,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"476","Winton Woods",209,"Reservoir","USA","N. America",39.26,84.52,29.1,0.5,NA,2.37,344.84,NA,NA,"Bathymetric surveys","Knoll et al. 2014",""
"477","Alainen Mustalampi",249,"Lake","Finland","Europe",62.59,23.95,NA,NA,NA,NA,7.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"478","Ätäskö 94 Lietsonselkä",252,"Lake","Finland","Europe",62.04,29.99,NA,NA,NA,NA,3,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"479","Haukijärvi 45",256,"Lake","Finland","Europe",63.04,27.08,NA,NA,NA,NA,3.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"480","Haukilampi 365",257,"Lake","Finland","Europe",61.58,27.14,NA,NA,NA,NA,2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"481","Havanganjärvi Luusua",258,"Lake","Finland","Europe",62.14,23.64,NA,NA,NA,NA,8.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"482","Hossanjärvi 3",259,"Lake","Finland","Europe",65.44,29.54,NA,NA,NA,NA,1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"483","Höytiäinen 1 Va 6 Kontio",260,"Lake","Finland","Europe",62.74,29.76,NA,NA,NA,NA,0.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"484","Ihalanjärvi 005",261,"Lake","Finland","Europe",61.5,28.88,NA,NA,NA,NA,1.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"485","Inarijärvi",262,"Lake","Finland","Europe",69.15,28.33,NA,NA,NA,NA,0.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"486","Iso-Haukivesi 37",263,"Lake","Finland","Europe",62.02,28.64,NA,NA,NA,NA,0.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"487","Iso-Lyly 011",264,"Lake","Finland","Europe",62.99,28.53,NA,NA,NA,NA,4.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"488","Johdasjärvi 009",265,"Lake","Finland","Europe",61.1,26.58,NA,NA,NA,NA,1.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"489","Joukkaisjä 068005 140452",266,"Lake","Finland","Europe",69.09,27.33,NA,NA,NA,NA,2.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"490","Juojärvi 27",267,"Lake","Finland","Europe",62.73,28.62,NA,NA,NA,NA,0.6,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"491","Juurusvesi 24",268,"Lake","Finland","Europe",63.02,27.83,NA,NA,NA,NA,1.3,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"492","Kalisjön",269,"Lake","Finland","Europe",63.39,23.14,NA,NA,NA,NA,6.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"493","Kallavesi 25",270,"Lake","Finland","Europe",62.83,27.87,NA,NA,NA,NA,0.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"494","Karijärvi 015",271,"Lake","Finland","Europe",61.15,26.42,NA,NA,NA,NA,1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"495","Kätkänjärvi Keskiosa Ii",272,"Lake","Finland","Europe",62.86,23.83,NA,NA,NA,NA,2.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"496","Keitele 55",273,"Lake","Finland","Europe",62.68,25.87,NA,NA,NA,NA,0.6,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"497","Kemijärvi 147",274,"Lake","Finland","Europe",66.56,27.35,NA,NA,NA,NA,1.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"498","Keskijärvi",275,"Lake","Finland","Europe",61.84,25.79,NA,NA,NA,NA,4.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"499","Keurusselkä 113",276,"Lake","Finland","Europe",62.18,24.67,NA,NA,NA,NA,1.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"500","Kiantajärvi Syv.136",277,"Lake","Finland","Europe",65.03,29.12,NA,NA,NA,NA,1.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"501","Kinnasjärvi 4",278,"Lake","Finland","Europe",62.5,30.75,NA,NA,NA,NA,2.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"502","Kivijärvi 50",279,"Lake","Finland","Europe",63.07,25.15,NA,NA,NA,NA,1.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"503","Koijärvi Luusua 087",280,"Lake","Finland","Europe",61.89,29.19,NA,NA,NA,NA,5.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"504","Koitere 1 Va 5 Juuans",281,"Lake","Finland","Europe",62.95,30.63,NA,NA,NA,NA,1.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"505","Kolimajärvi 52",282,"Lake","Finland","Europe",63.28,25.74,NA,NA,NA,NA,0.8,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"506","Konnevesi 64",283,"Lake","Finland","Europe",62.61,26.49,NA,NA,NA,NA,0.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"507","Kostonjärvi Luusua",284,"Lake","Finland","Europe",65.78,28.43,NA,NA,NA,NA,1.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"508","Kukkia 100",285,"Lake","Finland","Europe",61.33,24.67,NA,NA,NA,NA,0.3,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"509","Kuonanjärvi Luusua 030",286,"Lake","Finland","Europe",61.99,29.21,NA,NA,NA,NA,5.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"510","Kylmäjärvi 041",287,"Lake","Finland","Europe",64.64,29.55,NA,NA,NA,NA,1.8,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"511","Kypärijärvi, Keskiosa 1",288,"Lake","Finland","Europe",60.29,24.35,NA,NA,NA,NA,4.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"512","Kyyvesi 85",289,"Lake","Finland","Europe",61.97,27.14,NA,NA,NA,NA,2.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"513","Längelmäv 102 Ponsanse",290,"Lake","Finland","Europe",61.54,24.34,NA,NA,NA,NA,0.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"514","Loukkojärvi Luusua",291,"Lake","Finland","Europe",65.19,25.92,NA,NA,NA,NA,4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"515","Luonteri 43",292,"Lake","Finland","Europe",61.63,27.79,NA,NA,NA,NA,0.8,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"516","Mallasv 105",293,"Lake","Finland","Europe",61.29,24.15,NA,NA,NA,NA,0.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"517","Muntsurinjärvi 5",294,"Lake","Finland","Europe",63.53,29.98,NA,NA,NA,NA,1.8,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"518","Muuratjärvi 1/7",295,"Lake","Finland","Europe",62.13,25.56,NA,NA,NA,NA,0.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"519","Näsijä 117 Koljonselkä",296,"Lake","Finland","Europe",61.67,23.71,NA,NA,NA,NA,0.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"520","Nilakka 59",297,"Lake","Finland","Europe",63.14,26.45,NA,NA,NA,NA,0.8,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"521","Nurmijärvi 019",298,"Lake","Finland","Europe",61.39,29.17,NA,NA,NA,NA,1.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"522","Onkivesi 18",299,"Lake","Finland","Europe",63.33,27.37,NA,NA,NA,NA,0.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"523","Orivesi 2 Va 14 Samppaan",300,"Lake","Finland","Europe",62.23,29.46,NA,NA,NA,NA,1.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"524","Päijänne, Vihtastens. 31",301,"Lake","Finland","Europe",61.47,25.39,NA,NA,NA,NA,0.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"525","Paukajärvi",302,"Lake","Finland","Europe",62.34,23.48,NA,NA,NA,NA,2.3,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"526","Pieksänj Haapaj Suu 007",303,"Lake","Finland","Europe",62.32,27.14,NA,NA,NA,NA,3.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"527","Pielavesi 58",304,"Lake","Finland","Europe",63.32,26.5,NA,NA,NA,NA,1.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"528","Pielinen 7 Va 302 Kalkut",305,"Lake","Finland","Europe",63.29,29.58,NA,NA,NA,NA,0.6,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"529","Pieni-Montonen 137",306,"Lake","Finland","Europe",61.74,26.95,NA,NA,NA,NA,4.7,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"530","Piilampi 033",307,"Lake","Finland","Europe",61.55,29.24,NA,NA,NA,NA,3.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"531","Pintamojärvi Luusua",308,"Lake","Finland","Europe",65.47,27.66,NA,NA,NA,NA,3,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"532","Puruvesi 39",309,"Lake","Finland","Europe",61.89,29.52,NA,NA,NA,NA,0.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"533","Puulavesi 85",310,"Lake","Finland","Europe",61.8,26.58,NA,NA,NA,NA,1.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"534","Pyhäjärvi Kitee",311,"Lake","Finland","Europe",62.03,29.92,NA,NA,NA,NA,2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"535","Pyhäjärvi Pirkkala",312,"Lake","Finland","Europe",61.44,23.53,NA,NA,NA,NA,0.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"536","Pyhäjärvi Pyhäjärvi",313,"Lake","Finland","Europe",63.54,25.98,NA,NA,NA,NA,1.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"537","Pyhäselkä 5 Va 7 Kokonl",314,"Lake","Finland","Europe",62.47,29.8,NA,NA,NA,NA,1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"538","Räimäjärvi 104",315,"Lake","Finland","Europe",63.03,27.61,NA,NA,NA,NA,1.3,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"539","Ristijärvi 62",316,"Lake","Finland","Europe",63.61,28.96,NA,NA,NA,NA,3.6,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"540","Rytijärvi 130652",317,"Lake","Finland","Europe",66.56,26.47,NA,NA,NA,NA,1.6,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"541","Saarijärvi Saarenkylä",318,"Lake","Finland","Europe",62.78,25.28,NA,NA,NA,NA,2.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"542","Saimaa Ilkonselkä 021:46",319,"Lake","Finland","Europe",61.26,28.18,NA,NA,NA,NA,1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"543","Sulkuejärvi",320,"Lake","Finland","Europe",62.21,23.17,NA,NA,NA,NA,2.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"544","Suvasvesi 29",321,"Lake","Finland","Europe",62.67,28.2,NA,NA,NA,NA,0.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
